contractSymbol,strike,lastPrice,bid,ask,impliedVolatility,expiry,option_type,market_price,spot_price,sigma,ticker,bs_price,mispricing,mispricing_pct
NVDA260805C00160000,160.0,53.25,44.6,49.5,0.7460962890625,2026-08-05,call,47.05,206.83999633789065,0.358649993896326,NVDA,47.03715079304956,-0.012849206950434677,-0.02730968533567413
NVDA260805C00165000,165.0,49.38,38.15,45.2,1.2880894970703125,2026-08-05,call,41.675,206.83999633789065,0.358649993896326,NVDA,42.04346133632308,0.36846133632307954,0.8841303810991711
NVDA260805C00170000,170.0,44.02,33.2,40.25,1.1743205346679688,2026-08-05,call,36.725,206.83999633789065,0.358649993896326,NVDA,37.05074346148473,0.325743461484727,0.8869801538045664
NVDA260805C00175000,175.0,34.47,29.9,33.25,0.7905294384765625,2026-08-05,call,31.575,206.83999633789065,0.358649993896326,NVDA,32.06320688653659,0.4882068865365916,1.546181746750884
NVDA260805C00177500,177.5,32.49,25.9,32.9,1.0122119702148438,2026-08-05,call,29.4,206.83999633789065,0.358649993896326,NVDA,29.57545641618438,0.17545641618438168,0.5967905312393935
NVDA260805C00180000,180.0,28.27,26.85,28.35,0.5830119824218749,2026-08-05,call,27.6,206.83999633789065,0.358649993896326,NVDA,27.09665789588942,-0.5033421041105797,-1.8237032757629699
NVDA260805C00182500,182.5,27.1,24.45,25.7,0.5336960693359375,2026-08-05,call,25.075,206.83999633789065,0.358649993896326,NVDA,24.63349396388776,-0.4415060361122407,-1.7607419186928843
NVDA260805C00185000,185.0,21.25,22.1,23.65,0.5378464184570313,2026-08-05,call,22.875,206.83999633789065,0.358649993896326,NVDA,22.196012295460747,-0.678987704539253,-2.968252260280887
NVDA260805C00187500,187.5,21.03,19.8,21.55,0.5310105493164063,2026-08-05,call,20.675,206.83999633789065,0.358649993896326,NVDA,19.79830260277035,-0.8766973972296519,-4.2403743517758254
NVDA260805C00195000,195.0,14.0,13.35,14.9,0.5427291821289064,2026-08-05,call,14.125,206.83999633789065,0.358649993896326,NVDA,13.047013015640033,-1.077986984359967,-7.6317662609555175
NVDA260805C00197500,197.5,11.22,11.45,13.15,0.5417526293945314,2026-08-05,call,12.3,206.83999633789065,0.358649993896326,NVDA,11.026582041319756,-1.2734179586802448,-10.35299153398573
NVDA260805C00200000,200.0,9.45,10.3,11.1,0.5089160437011719,2026-08-05,call,10.7,206.83999633789065,0.358649993896326,NVDA,9.163809200404074,-1.536190799595925,-14.356923360709581
NVDA260805C00202500,202.5,7.4,8.0,9.0,0.4660697924804688,2026-08-05,call,8.5,206.83999633789065,0.358649993896326,NVDA,7.4800741021666965,-1.0199258978333035,-11.999128209803569
NVDA260805C00205000,205.0,7.0,6.8,7.25,0.4409235595703125,2026-08-05,call,7.025,206.83999633789065,0.358649993896326,NVDA,5.990653414594064,-1.0343465854059364,-14.723794810048915
NVDA260805C00207500,207.5,5.4,5.3,5.9,0.4338435522460938,2026-08-05,call,5.6,206.83999633789065,0.358649993896326,NVDA,4.703116491524256,-0.896883508475744,-16.015776937066857
NVDA260805C00210000,210.0,4.5,4.45,4.6,0.4191952612304687,2026-08-05,call,4.525,206.83999633789065,0.358649993896326,NVDA,3.61667729361632,-0.9083227063836805,-20.073429975329955
NVDA260805C00212500,212.5,3.08,3.4,3.55,0.4104062866210937,2026-08-05,call,3.475,206.83999633789065,0.358649993896326,NVDA,2.7225769168221206,-0.7524230831778795,-21.65246282526272
NVDA260805C00215000,215.0,2.55,2.53,2.67,0.4019835192871094,2026-08-05,call,2.6,206.83999633789065,0.358649993896326,NVDA,2.0053644514527846,-0.5946355485472155,-22.87059802104675
NVDA260805C00217500,217.5,1.9,1.85,1.97,0.395513857421875,2026-08-05,call,1.91,206.83999633789065,0.358649993896326,NVDA,1.4447882410489328,-0.46521175895106714,-24.35663659429671
NVDA260805C00220000,220.0,1.35,1.31,1.43,0.3908752319335937,2026-08-05,call,1.37,206.83999633789065,0.358649993896326,NVDA,1.0179381784613923,-0.35206182153860777,-25.697943178000564
NVDA260805C00222500,222.5,0.87,0.92,1.01,0.3862366064453124,2026-08-05,call,0.965,206.83999633789065,0.358649993896326,NVDA,0.7012963258576157,-0.26370367414238427,-27.32680561060977
NVDA260805C00225000,225.0,0.6,0.63,0.72,0.3857483300781249,2026-08-05,call,0.675,206.83999633789065,0.358649993896326,NVDA,0.47243671200906334,-0.2025632879909367,-30.00937599865729
NVDA260805C00227500,227.5,0.42,0.43,0.51,0.3862366064453124,2026-08-05,call,0.47,206.83999633789065,0.358649993896326,NVDA,0.3112313217182212,-0.15876867828177876,-33.780569847186975
NVDA260805C00230000,230.0,0.3,0.29,0.37,0.3901428173828125,2026-08-05,call,0.3299999999999999,206.83999633789065,0.358649993896326,NVDA,0.2005338160742145,-0.1294661839257854,-39.232176947207705
NVDA260805C00232500,232.5,0.21,0.2,0.27,0.3945373046875,2026-08-05,call,0.235,206.83999633789065,0.358649993896326,NVDA,0.12640091212511262,-0.10859908787488737,-46.21237781910101
NVDA260805C00235000,235.0,0.18,0.14,0.2,0.40039662109375,2026-08-05,call,0.17,206.83999633789065,0.358649993896326,NVDA,0.07796268604585332,-0.09203731395414669,-54.13959644361569
NVDA260805C00240000,240.0,0.11,0.08,0.13,0.422857333984375,2026-08-05,call,0.105,206.83999633789065,0.358649993896326,NVDA,0.027824826163310723,-0.07717517383668927,-73.50016555875169
NVDA260805C00245000,245.0,0.09,0.04,0.1,0.454107021484375,2026-08-05,call,0.07,206.83999633789065,0.358649993896326,NVDA,0.009142307049622156,-0.06085769295037785,-86.93956135768263
NVDA260805C00250000,250.0,0.08,0.02,0.08,0.48438015625,2026-08-05,call,0.05,206.83999633789065,0.358649993896326,NVDA,0.0027742028109123407,-0.04722579718908766,-94.45159437817532
NVDA260805C00255000,255.0,0.03,0.01,0.07,0.51758294921875,2026-08-05,call,0.04,206.83999633789065,0.358649993896326,NVDA,0.0007800908041270191,-0.03921990919587298,-98.04977298968245
NVDA260805C00260000,260.0,0.05,0.01,0.06,0.51562984375,2026-08-05,call,0.0349999999999999,206.83999633789065,0.358649993896326,NVDA,0.0002039758007185994,-0.0347960241992813,-99.41721199794686
NVDA260807C00065000,65.0,140.31,138.1,144.85,4.279301525878906,2026-08-07,call,141.475,206.83999633789065,0.358649993896326,NVDA,141.93608962122232,0.4610896212223281,0.32591597188360355
NVDA260807C00075000,75.0,139.29,128.1,134.95,3.824219189453125,2026-08-07,call,131.52499999999998,206.83999633789065,0.358649993896326,NVDA,131.95087320327335,0.42587320327336897,0.3237963910080738
NVDA260807C00085000,85.0,123.74,118.15,124.95,3.401856964111328,2026-08-07,call,121.55,206.83999633789065,0.358649993896326,NVDA,121.96565678532437,0.4156567853243729,0.3419636242898995
NVDA260807C00090000,90.0,124.23,113.15,119.9,3.1967793518066405,2026-08-07,call,116.525,206.83999633789065,0.358649993896326,NVDA,116.97304857634988,0.44804857634987627,0.3845085400985851
NVDA260807C00100000,100.0,115.06,103.15,109.95,2.857913011474609,2026-08-07,call,106.55,206.83999633789065,0.358649993896326,NVDA,106.9878321584009,0.4378321584009086,0.4109170890670189
NVDA260807C00110000,110.0,103.51,93.2,99.95,2.540042712402343,2026-08-07,call,96.575,206.83999633789065,0.358649993896326,NVDA,97.00261574045193,0.42761574045192674,0.442780989336709
NVDA260807C00115000,115.0,94.6,88.4,94.2,2.227543493652343,2026-08-07,call,91.3,206.83999633789065,0.358649993896326,NVDA,92.01000753147744,0.7100075314774443,0.7776643280147255
NVDA260807C00120000,120.0,84.5,83.25,90.0,2.258793415527343,2026-08-07,call,86.625,206.83999633789065,0.358649993896326,NVDA,87.01739932250297,0.3923993225029676,0.45298623088365664
NVDA260807C00125000,125.0,81.61,78.5,84.8,2.083745025024414,2026-08-07,call,81.65,206.83999633789065,0.358649993896326,NVDA,82.02479111352848,0.37479111352847383,0.45902157198833293
NVDA260807C00130000,130.0,80.05,73.5,79.8,1.953125234375,2026-08-07,call,76.65,206.83999633789065,0.358649993896326,NVDA,77.03218290455456,0.38218290455455417,0.49860783373066425
NVDA260807C00135000,135.0,72.81,68.35,74.65,1.800293967285156,2026-08-07,call,71.5,206.83999633789065,0.358649993896326,NVDA,72.0395746956157,0.5395746956156984,0.7546499239380396
NVDA260807C00140000,140.0,66.85,65.1,69.9,1.19922275390625,2026-08-07,call,67.5,206.83999633789065,0.358649993896326,NVDA,67.046966488084,-0.4530335119160043,-0.6711607583940804
NVDA260807C00145000,145.0,64.75,58.6,64.7,1.5693380908203125,2026-08-07,call,61.650000000000006,206.83999633789065,0.358649993896326,NVDA,62.054358317584786,0.40435831758478,0.6558934591805028
NVDA260807C00150000,150.0,55.95,53.6,59.85,1.4765651171875,2026-08-07,call,56.725,206.83999633789065,0.358649993896326,NVDA,57.06175081127736,0.33675081127736206,0.5936550220843756
NVDA260807C00155000,155.0,54.75,48.6,55.05,1.390628046875,2026-08-07,call,51.825,206.83999633789065,0.358649993896326,NVDA,52.0691516971786,0.24415169717859442,0.47110795403491446
NVDA260807C00160000,160.0,45.85,43.7,49.85,1.2514685864257813,2026-08-07,call,46.775000000000006,206.83999633789065,0.358649993896326,NVDA,47.07662951541991,0.30162951541990424,0.6448519837945574
NVDA260807C00165000,165.0,42.06,39.0,44.65,1.1164594958496092,2026-08-07,call,41.825,206.83999633789065,0.358649993896326,NVDA,42.08463259461999,0.2596325946199869,0.6207593415899268
NVDA260807C00170000,170.0,36.08,36.95,39.15,0.7866232275390624,2026-08-07,call,38.05,206.83999633789065,0.358649993896326,NVDA,37.09537007681712,-0.9546299231828783,-2.5088828467355544
NVDA260807C00175000,175.0,31.64,31.8,33.95,0.6684603466796877,2026-08-07,call,32.875,206.83999633789065,0.358649993896326,NVDA,32.11719234450052,-0.7578076554994766,-2.3051183437246436
NVDA260807C00180000,180.0,27.85,27.45,28.5,0.596683720703125,2026-08-07,call,27.975,206.83999633789065,0.358649993896326,NVDA,27.17467866431332,-0.8003213356866823,-2.8608448103187927
NVDA260807C00182500,182.5,23.74,25.1,25.95,0.559574716796875,2026-08-07,call,25.525,206.83999633789065,0.358649993896326,NVDA,24.732853751979746,-0.7921462480202521,-3.103413312518128
NVDA260807C00185000,185.0,22.55,22.8,23.6,0.5373581420898439,2026-08-07,call,23.200000000000003,206.83999633789065,0.358649993896326,NVDA,22.32481659759179,-0.8751834024082115,-3.772342251759532
NVDA260807C00187500,187.5,19.6,20.55,21.25,0.514653291015625,2026-08-07,call,20.9,206.83999633789065,0.358649993896326,NVDA,19.965328133910873,-0.9346718660891256,-4.472114191813998
NVDA260807C00190000,190.0,17.46,18.4,19.05,0.5007374145507812,2026-08-07,call,18.725,206.83999633789065,0.358649993896326,NVDA,17.67237353643921,-1.0526264635607916,-5.621503143181797
NVDA260807C00192500,192.5,16.35,16.3,16.95,0.5167284655761719,2026-08-07,call,16.625,206.83999633789065,0.358649993896326,NVDA,15.466541418933701,-1.1584585810662986,-6.968171916188262
NVDA260807C00195000,195.0,13.25,14.5,14.95,0.5033008654785156,2026-08-07,call,14.725,206.83999633789065,0.358649993896326,NVDA,13.369898414588903,-1.3551015854110968,-9.202727235389451
NVDA260807C00197500,197.5,12.45,12.55,12.95,0.4835256726074219,2026-08-07,call,12.75,206.83999633789065,0.358649993896326,NVDA,11.40444391538253,-1.3455560846174706,-10.553381055823298
NVDA260807C00200000,200.0,10.1,10.75,11.1,0.4681449670410156,2026-08-07,call,10.925,206.83999633789065,0.358649993896326,NVDA,9.590329308420877,-1.3346706915791238,-12.216665369145296
NVDA260807C00202500,202.5,9.2,9.05,9.4,0.4555718505859375,2026-08-07,call,9.225,206.83999633789065,0.358649993896326,NVDA,7.944093565676226,-1.2809064343237733,-13.885164599715699
NVDA260807C00205000,205.0,7.8,7.65,7.8,0.4412897668457031,2026-08-07,call,7.725,206.83999633789065,0.358649993896326,NVDA,6.477182028885977,-1.2478179711140225,-16.152983444841716
NVDA260807C00207500,207.5,6.35,6.2,6.45,0.4344538977050781,2026-08-07,call,6.325,206.83999633789065,0.358649993896326,NVDA,5.1949720324532365,-1.1300279675467637,-17.866054822873735
NVDA260807C00210000,210.0,5.2,5.05,5.2,0.4245663012695312,2026-08-07,call,5.125,206.83999633789065,0.358649993896326,NVDA,4.09643860631877,-1.0285613936812297,-20.069490608414238
NVDA260807C00212500,212.5,4.1,4.0,4.15,0.4179745703124999,2026-08-07,call,4.075,206.83999633789065,0.358649993896326,NVDA,3.1744794629593116,-0.9005205370406886,-22.098663485661067
NVDA260807C00215000,215.0,3.15,3.1,3.2,0.4080869738769531,2026-08-07,call,3.1500000000000004,206.83999633789065,0.358649993896326,NVDA,2.416808951588969,-0.7331910484110313,-23.275906298762898
NVDA260807C00217500,217.5,2.43,2.37,2.44,0.401373173828125,2026-08-07,call,2.405,206.83999633789065,0.358649993896326,NVDA,1.8072497367353222,-0.5977502632646776,-24.8544808010261
NVDA260807C00220000,220.0,1.8,1.76,1.83,0.3958800646972656,2026-08-07,call,1.795,206.83999633789065,0.358649993896326,NVDA,1.327212394058094,-0.46778760594190594,-26.060590860273315
NVDA260807C00222500,222.5,1.31,1.3,1.35,0.3913635083007812,2026-08-07,call,1.3250000000000002,206.83999633789065,0.358649993896326,NVDA,0.9571582668722378,-0.36784173312776236,-27.761640236057534
NVDA260807C00225000,225.0,0.94,0.94,0.98,0.387701435546875,2026-08-07,call,0.96,206.83999633789065,0.358649993896326,NVDA,0.6778806807391646,-0.28211931926083533,-29.38742908967035
NVDA260807C00227500,227.5,0.7,0.67,0.72,0.387701435546875,2026-08-07,call,0.6950000000000001,206.83999633789065,0.358649993896326,NVDA,0.4714989229052904,-0.22350107709470968,-32.15842835895103
NVDA260807C00230000,230.0,0.49,0.49,0.52,0.3872131591796874,2026-08-07,call,0.505,206.83999633789065,0.358649993896326,NVDA,0.3221223925095842,-0.18287760749041582,-36.21338762186452
NVDA260807C00232500,232.5,0.36,0.35,0.38,0.3889221264648437,2026-08-07,call,0.365,206.83999633789065,0.358649993896326,NVDA,0.21619636760119754,-0.14880363239880245,-40.76811846542533
NVDA260807C00235000,235.0,0.26,0.25,0.29,0.3945373046875,2026-08-07,call,0.27,206.83999633789065,0.358649993896326,NVDA,0.14257856930392876,-0.12742143069607126,-47.19312248002639
NVDA260807C00237500,237.5,0.21,0.19,0.22,0.3999083447265625,2026-08-07,call,0.205,206.83999633789065,0.358649993896326,NVDA,0.09241521151885923,-0.11258478848114076,-54.91940901519061
NVDA260807C00240000,240.0,0.17,0.15,0.18,0.4101621484375,2026-08-07,call,0.1649999999999999,206.83999633789065,0.358649993896326,NVDA,0.05888875590840703,-0.10611124409159287,-64.30984490399571
NVDA260807C00245000,245.0,0.1,0.1,0.13,0.4335994140625,2026-08-07,call,0.115,206.83999633789065,0.358649993896326,NVDA,0.022746731811958076,-0.09225326818804193,-80.22023320699297
NVDA260807C00250000,250.0,0.08,0.06,0.1,0.45898978515625,2026-08-07,call,0.08,206.83999633789065,0.358649993896326,NVDA,0.008237532953440763,-0.07176246704655924,-89.70308380819904
NVDA260807C00255000,255.0,0.08,0.05,0.07,0.476567734375,2026-08-07,call,0.06,206.83999633789065,0.358649993896326,NVDA,0.0028042701026856354,-0.05719572989731436,-95.32621649552394
NVDA260807C00260000,260.0,0.05,0.04,0.06,0.5039112109375,2026-08-07,call,0.05,206.83999633789065,0.358649993896326,NVDA,0.0008998570610356457,-0.04910014293896436,-98.2002858779287
NVDA260807C00265000,265.0,0.05,0.02,0.06,0.51562984375,2026-08-07,call,0.04,206.83999633789065,0.358649993896326,NVDA,0.0002729303381027691,-0.039727069661897235,-99.31767415474309
NVDA260807C00270000,270.0,0.02,0.02,0.05,0.5429733203125001,2026-08-07,call,0.035,206.83999633789065,0.358649993896326,NVDA,7.845788875860283e-05,-0.0349215421112414,-99.77583460354684
NVDA260807C00275000,275.0,0.03,0.01,0.05,0.5664105859375,2026-08-07,call,0.03,206.83999633789065,0.358649993896326,NVDA,2.1433108358283456e-05,-0.029978566891641717,-99.9285563054724
NVDA260807C00280000,280.0,0.02,0.01,0.03,0.5742230078125,2026-08-07,call,0.02,206.83999633789065,0.358649993896326,NVDA,5.578547676337935e-06,-0.019994421452323663,-99.97210726161832
NVDA260807C00285000,285.0,0.03,0.01,0.04,0.6171913281250001,2026-08-07,call,0.025,206.83999633789065,0.358649993896326,NVDA,1.3868487254946321e-06,-0.024998613151274506,-99.99445260509802
NVDA260807C00290000,290.0,0.02,0.01,0.03,0.632816171875,2026-08-07,call,0.02,206.83999633789065,0.358649993896326,NVDA,3.301040577988887e-07,-0.0199996698959422,-99.998349479711
NVDA260807C00295000,295.0,0.02,0.0,0.03,0.64062859375,2026-08-07,call,0.015,206.83999633789065,0.358649993896326,NVDA,7.540218334329751e-08,-0.014999924597816657,-99.99949731877771
NVDA260807C00300000,300.0,0.02,0.0,0.03,0.6718782812500002,2026-08-07,call,0.015,206.83999633789065,0.358649993896326,NVDA,1.6564590429282926e-08,-0.014999983435409571,-99.99988956939714
NVDA260807C00305000,305.0,0.03,0.0,0.03,0.6953155468750001,2026-08-07,call,0.015,206.83999633789065,0.358649993896326,NVDA,3.5071056113734424e-09,-0.014999996492894388,-99.99997661929592
NVDA260807C00310000,310.0,0.02,0.0,0.03,0.726565234375,2026-08-07,call,0.015,206.83999633789065,0.358649993896326,NVDA,7.170542346486832e-10,-0.014999999282945764,-99.99999521963842
NVDA260807C00315000,315.0,0.02,0.0,0.02,0.7187528125,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,1.4184403327308416e-10,-0.009999999858155967,-99.99999858155967
NVDA260807C00320000,320.0,0.03,0.0,0.02,0.7500025,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,2.719603793945402e-11,-0.009999999972803963,-99.99999972803964
NVDA260807C00325000,325.0,0.05,0.0,0.02,0.7656273437500001,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,5.062623656947465e-12,-0.009999999994937376,-99.99999994937376
NVDA260807C00330000,330.0,0.04,0.0,0.02,0.79687703125,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,9.164802388784184e-13,-0.00999999999908352,-99.99999999083519
NVDA260807C00335000,335.0,0.07,0.0,0.02,0.8125018749999999,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,1.6158977748034327e-13,-0.00999999999983841,-99.9999999983841
NVDA260807C00340000,340.0,0.01,0.0,0.02,0.8437515624999999,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,2.7789418234338205e-14,-0.00999999999997221,-99.9999999997221
NVDA260807C00345000,345.0,0.02,0.0,0.02,0.85937640625,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,4.6678689975908496e-15,-0.009999999999995332,-99.99999999995332
NVDA260807C00350000,350.0,0.01,0.0,0.02,0.8906260937499999,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,7.668305261151635e-16,-0.009999999999999233,-99.99999999999233
NVDA260807C00360000,360.0,0.01,0.0,0.02,0.92187578125,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,1.9454144188548084e-17,-0.009999999999999981,-99.99999999999982
NVDA260807C00370000,370.0,0.01,0.0,0.02,0.9687503125,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,4.579339132316668e-19,-0.01,-100.0
NVDA260807C00380000,380.0,0.02,0.0,0.02,1.015629921875,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,1.0084620732143329e-20,-0.01,-100.0
NVDA260807C00400000,400.0,0.01,0.0,0.02,1.078129609375,2026-08-07,call,0.01,206.83999633789065,0.358649993896326,NVDA,4.1227732865161855e-24,-0.01,-100.0
NVDA260803P00135000,135.0,0.02,0.01,0.05,1.015629921875,2026-08-03,put,0.03,206.83999633789065,0.358649993896326,NVDA,4.273961211953196e-16,-0.029999999999999572,-99.99999999999858
NVDA260803P00140000,140.0,0.05,0.01,0.05,0.9335944140625,2026-08-03,put,0.03,206.83999633789065,0.358649993896326,NVDA,1.0147916960262067e-13,-0.02999999999989852,-99.99999999966174
NVDA260803P00150000,150.0,0.03,0.03,0.05,0.8085956640624999,2026-08-03,put,0.04,206.83999633789065,0.358649993896326,NVDA,9.374418376025609e-10,-0.03999999906255816,-99.99999765639541
NVDA260803P00155000,155.0,0.06,0.05,0.09,0.7832052929687501,2026-08-03,put,0.07,206.83999633789065,0.358649993896326,NVDA,4.0769225848385826e-08,-0.06999995923077416,-99.9999417582488
NVDA260803P00160000,160.0,0.07,0.07,0.12,0.73437765625,2026-08-03,put,0.095,206.83999633789065,0.358649993896326,NVDA,1.1147329067394922e-06,-0.09499888526709326,-99.99882659694028
NVDA260803P00165000,165.0,0.09,0.11,0.15,0.6865265722656251,2026-08-03,put,0.13,206.83999633789065,0.358649993896326,NVDA,1.999544517790417e-05,-0.1299800045548221,-99.98461888832469
NVDA260803P00170000,170.0,0.1,0.16,0.2,0.63867548828125,2026-08-03,put,0.18,206.83999633789065,0.358649993896326,NVDA,0.00024458570610706026,-0.17975541429389294,-99.86411905216275
NVDA260803P00172500,172.5,0.24,0.19,0.24,0.6162147753906251,2026-08-03,put,0.215,206.83999633789065,0.358649993896326,NVDA,0.0007493909231888057,-0.2142506090768112,-99.65144608223777
NVDA260803P00175000,175.0,0.23,0.23,0.28,0.5927775097656252,2026-08-03,put,0.255,206.83999633789065,0.358649993896326,NVDA,0.0021140900888828307,-0.25288590991111715,-99.1709450631832
NVDA260803P00177500,177.5,0.21,0.29,0.33,0.5712933496093751,2026-08-03,put,0.31,206.83999633789065,0.358649993896326,NVDA,0.005513630336649034,-0.30448636966335096,-98.22140956882289
NVDA260803P00180000,180.0,0.2,0.36,0.4,0.5502974658203126,2026-08-03,put,0.38,206.83999633789065,0.358649993896326,NVDA,0.01334623240036148,-0.3666537675996385,-96.48783357885225
NVDA260803P00182500,182.5,0.49,0.44,0.49,0.5288133056640626,2026-08-03,put,0.4649999999999999,206.83999633789065,0.358649993896326,NVDA,0.030098713534656207,-0.4349012864653437,-93.52715837964382
NVDA260803P00185000,185.0,0.61,0.55,0.61,0.5092822509765625,2026-08-03,put,0.5800000000000001,206.83999633789065,0.358649993896326,NVDA,0.06347856271843755,-0.5165214372815625,-89.05542022095905
NVDA260803P00187500,187.5,0.74,0.7,0.76,0.4960987890625,2026-08-03,put,0.73,206.83999633789065,0.358649993896326,NVDA,0.12565639802344197,-0.604343601976558,-82.78679479130932
NVDA260803P00190000,190.0,0.98,0.89,0.96,0.4782767016601562,2026-08-03,put,0.925,206.83999633789065,0.358649993896326,NVDA,0.23430505840823734,-0.6906949415917627,-74.66972341532569
NVDA260803P00192500,192.5,1.36,1.15,1.24,0.4636284106445312,2026-08-03,put,1.1949999999999998,206.83999633789065,0.358649993896326,NVDA,0.41300695409464794,-0.7819930459053519,-65.43874861132653
NVDA260803P00195000,195.0,1.56,1.5,1.56,0.4448297705078124,2026-08-03,put,1.53,206.83999633789065,0.358649993896326,NVDA,0.6906103586128829,-0.8393896413871171,-54.86206806451746
NVDA260803P00197500,197.5,2.21,1.93,2.04,0.4338435522460938,2026-08-03,put,1.985,206.83999633789065,0.358649993896326,NVDA,1.0992985568135794,-0.8857014431864207,-44.6197200597693
NVDA260803P00200000,200.0,2.62,2.5,2.61,0.41992767578125,2026-08-03,put,2.555,206.83999633789065,0.358649993896326,NVDA,1.6714715341739534,-0.8835284658260467,-34.58037048242844
NVDA260803P00202500,202.5,3.45,3.2,3.35,0.4084531811523437,2026-08-03,put,3.2750000000000004,206.83999633789065,0.358649993896326,NVDA,2.435924731120892,-0.8390752688791085,-25.620618897072013
NVDA260803P00205000,205.0,4.45,4.15,4.25,0.3967345483398438,2026-08-03,put,4.2,206.83999633789065,0.358649993896326,NVDA,3.4140948704944662,-0.7859051295055339,-18.712026892988902
NVDA260803P00207500,207.5,6.0,5.25,5.65,0.4095518029785155,2026-08-03,put,5.45,206.83999633789065,0.358649993896326,NVDA,4.617204392540486,-0.8327956074595138,-15.280653347880985
NVDA260803P00210000,210.0,7.39,6.5,7.0,0.4036924865722656,2026-08-03,put,6.75,206.83999633789065,0.358649993896326,NVDA,6.044935687998915,-0.7050643120010847,-10.445397214830884
NVDA260803P00212500,212.5,8.75,7.8,8.55,0.3991759301757813,2026-08-03,put,8.175,206.83999633789065,0.358649993896326,NVDA,7.685873283001882,-0.4891267169981184,-5.983201431169643
NVDA260803P00215000,215.0,10.83,9.5,10.25,0.3920959228515625,2026-08-03,put,9.875,206.83999633789065,0.358649993896326,NVDA,9.519509372961778,-0.3554906270382219,-3.599905083931361
NVDA260803P00217500,217.5,13.04,11.2,12.55,0.4294490649414063,2026-08-03,put,11.875,206.83999633789065,0.358649993896326,NVDA,11.519265871043615,-0.3557341289563851,-2.9956558227906114
NVDA260803P00220000,220.0,14.68,13.25,14.15,0.3796448754882812,2026-08-03,put,13.7,206.83999633789065,0.358649993896326,NVDA,13.655839319778607,-0.04416068022139186,-0.3223407315430063
NVDA260803P00222500,222.5,16.93,15.4,16.85,0.4506890869140625,2026-08-03,put,16.125,206.83999633789065,0.358649993896326,NVDA,15.90023444461977,-0.22476555538023035,-1.3938949170866999
NVDA260803P00227500,227.5,18.2,20.4,21.5,0.4858449853515625,2026-08-03,put,20.95,206.83999633789065,0.358649993896326,NVDA,20.61089413322736,-0.33910586677263765,-1.6186437554779842
NVDA260803P00230000,230.0,20.86,20.4,27.25,0.9057626611328125,2026-08-03,put,23.825,206.83999633789065,0.358649993896326,NVDA,23.0368335483806,-0.7881664516194,-3.308148800081427
NVDA260803P00235000,235.0,25.73,26.45,30.7,0.5097705273437501,2026-08-03,put,28.575,206.83999633789065,0.358649993896326,NVDA,27.961593794999146,-0.6134062050008531,-2.146653385829757
NVDA260803P00240000,240.0,32.0,30.3,37.3,0.629886513671875,2026-08-03,put,33.8,206.83999633789065,0.358649993896326,NVDA,32.93296893091056,-0.8670310690894354,-2.565180677779395
NVDA260805P00135000,135.0,0.2,0.02,0.08,0.9687503125,2026-08-05,put,0.05,206.83999633789065,0.358649993896326,NVDA,3.762340119990951e-13,-0.04999999999962377,-99.99999999924754
NVDA260805P00140000,140.0,0.06,0.03,0.09,0.91211025390625,2026-08-05,put,0.06,206.83999633789065,0.358649993896326,NVDA,3.108172657185119e-11,-0.05999999996891827,-99.99999994819711
NVDA260805P00150000,150.0,0.07,0.06,0.11,0.79883013671875,2026-08-05,put,0.0849999999999999,206.83999633789065,0.358649993896326,NVDA,5.007021199344788e-08,-0.0849999499297879,-99.99994109386824
NVDA260805P00155000,155.0,0.11,0.08,0.14,0.75195560546875,2026-08-05,put,0.11,206.83999633789065,0.358649993896326,NVDA,1.0676853456838042e-06,-0.10999893231465431,-99.99902937695846
NVDA260805P00160000,160.0,0.11,0.11,0.18,0.7050810742187501,2026-08-05,put,0.145,206.83999633789065,0.358649993896326,NVDA,1.5730028636371093e-05,-0.14498426997136363,-99.98915170438872
NVDA260805P00165000,165.0,0.2,0.16,0.23,0.6611362011718751,2026-08-05,put,0.195,206.83999633789065,0.358649993896326,NVDA,0.0001656881418117609,-0.19483431185818825,-99.91503172214782
NVDA260805P00170000,170.0,0.26,0.23,0.3,0.6171913281250001,2026-08-05,put,0.265,206.83999633789065,0.358649993896326,NVDA,0.0012872281431474814,-0.26371277185685255,-99.51425353088776
NVDA260805P00175000,175.0,0.38,0.35,0.41,0.57812921875,2026-08-05,put,0.38,206.83999633789065,0.358649993896326,NVDA,0.007590068034685371,-0.37240993196531463,-98.0026136750828
NVDA260805P00177500,177.5,0.27,0.43,0.49,0.5600629931640625,2026-08-05,put,0.4599999999999999,206.83999633789065,0.358649993896326,NVDA,0.016759305102291955,-0.44324069489770795,-96.35667280384958
