contractSymbol,strike,lastPrice,bid,ask,impliedVolatility,expiry,option_type,market_price,spot_price,sigma,ticker,bs_price,mispricing,mispricing_pct
AAPL260803P00287500,287.5,0.22,0.18,0.34,0.514653291015625,2026-08-03,put,0.26,333.0199890136719,0.2480367173288849,AAPL,7.117290318742198e-05,-0.2599288270968126,-99.97262580646637
AAPL260803P00290000,290.0,0.33,0.22,0.4,0.5039112109375,2026-08-03,put,0.31,333.0199890136719,0.2480367173288849,AAPL,0.00019942867607995046,-0.30980057132392,-99.93566816900646
AAPL260803P00292500,292.5,0.99,0.23,0.45,0.4892629199218751,2026-08-03,put,0.34,333.0199890136719,0.2480367173288849,AAPL,0.000526882271207535,-0.3394731177287925,-99.84503462611544
AAPL260803P00295000,295.0,0.39,0.33,0.48,0.4687553125,2026-08-03,put,0.405,333.0199890136719,0.2480367173288849,AAPL,0.001314903213029267,-0.40368509678697073,-99.67533253999277
AAPL260803P00297500,297.5,0.51,0.35,0.58,0.4604546142578125,2026-08-03,put,0.4649999999999999,333.0199890136719,0.2480367173288849,AAPL,0.0031054343526906725,-0.46189456564730924,-99.33216465533535
AAPL260803P00300000,300.0,0.55,0.49,0.58,0.4331111376953125,2026-08-03,put,0.5349999999999999,333.0199890136719,0.2480367173288849,AAPL,0.006953261483718665,-0.5280467385162813,-98.70032495631426
AAPL260803P00302500,302.5,0.81,0.56,0.78,0.4348201049804688,2026-08-03,put,0.67,333.0199890136719,0.2480367173288849,AAPL,0.014786965356763826,-0.6552130346432362,-97.79299024525912
AAPL260803P00305000,305.0,0.85,0.75,0.93,0.4245663012695312,2026-08-03,put,0.8400000000000001,333.0199890136719,0.2480367173288849,AAPL,0.029921277751637554,-0.8100787222483625,-96.43794312480506
AAPL260803P00307500,307.5,1.1,0.85,1.14,0.4177304321289062,2026-08-03,put,0.995,333.0199890136719,0.2480367173288849,AAPL,0.05771385726109113,-0.9372861427389089,-94.19961233556873
AAPL260803P00310000,310.0,1.25,1.15,1.34,0.4060117993164062,2026-08-03,put,1.245,333.0199890136719,0.2480367173288849,AAPL,0.1063093824455299,-1.1386906175544702,-91.4610937794755
AAPL260803P00312500,312.5,1.63,1.35,1.66,0.4010069665527344,2026-08-03,put,1.505,333.0199890136719,0.2480367173288849,AAPL,0.187350094162559,-1.317649905837441,-87.55148875996287
AAPL260803P00315000,315.0,1.86,1.74,1.99,0.3920959228515625,2026-08-03,put,1.865,333.0199890136719,0.2480367173288849,AAPL,0.3164719409783743,-1.5485280590216257,-83.03099512180299
AAPL260803P00317500,317.5,2.33,2.11,2.44,0.3872131591796874,2026-08-03,put,2.275,333.0199890136719,0.2480367173288849,AAPL,0.5133747108553237,-1.7616252891446762,-77.43407864372203
AAPL260803P00320000,320.0,2.76,2.7,3.05,0.3870910900878905,2026-08-03,put,2.875,333.0199890136719,0.2480367173288849,AAPL,0.8012779491177042,-2.0737220508822958,-72.1294626393842
AAPL260803P00322500,322.5,3.55,3.2,3.6,0.3775697009277343,2026-08-03,put,3.4000000000000004,333.0199890136719,0.2480367173288849,AAPL,1.2056646904411892,-2.194335309558811,-64.53927381055327
AAPL260803P00325000,325.0,4.3,3.95,4.35,0.373907628173828,2026-08-03,put,4.15,333.0199890136719,0.2480367173288849,AAPL,1.7523622177378257,-2.3976377822621746,-57.774404391859626
AAPL260803P00327500,327.5,4.9,4.8,5.2,0.3696352099609374,2026-08-03,put,5.0,333.0199890136719,0.2480367173288849,AAPL,2.4651785913045643,-2.5348214086954357,-50.696428173908714
AAPL260803P00330000,330.0,5.95,5.8,6.2,0.3667055517578125,2026-08-03,put,6.0,333.0199890136719,0.2480367173288849,AAPL,3.36345501121329,-2.63654498878671,-43.9424164797785
AAPL260803P00335000,335.0,8.15,8.1,8.4,0.3521793298339843,2026-08-03,put,8.25,333.0199890136719,0.2480367173288849,AAPL,5.759499029987666,-2.4905009700123344,-30.187890545604052
AAPL260803P00337500,337.5,13.4,9.15,10.15,0.3668886553955078,2026-08-03,put,9.65,333.0199890136719,0.2480367173288849,AAPL,7.258518075545965,-2.3914819244540357,-24.782196108331974
AAPL260803P00340000,340.0,11.3,10.8,12.35,0.3986876538085938,2026-08-03,put,11.575,333.0199890136719,0.2480367173288849,AAPL,8.945694629594101,-2.6293053704058984,-22.71538116981338
AAPL260803P00345000,345.0,15.0,13.35,15.85,0.4032042102050781,2026-08-03,put,14.6,333.0199890136719,0.2480367173288849,AAPL,12.809807388645993,-1.7901926113540068,-12.261593228452101
AAPL260803P00347500,347.5,16.55,15.1,17.8,0.4089414575195312,2026-08-03,put,16.45,333.0199890136719,0.2480367173288849,AAPL,14.940949329322223,-1.5090506706777767,-9.17356030807159
AAPL260803P00350000,350.0,18.85,16.8,20.25,0.4408014904785156,2026-08-03,put,18.525,333.0199890136719,0.2480367173288849,AAPL,17.17293595413696,-1.3520640458630382,-7.298591340691164
AAPL260803P00352500,352.5,23.03,18.95,22.35,0.4489801196289062,2026-08-03,put,20.65,333.0199890136719,0.2480367173288849,AAPL,19.483518982813848,-1.1664810171861504,-5.648818485162956
AAPL260803P00355000,355.0,25.25,21.1,24.5,0.4570366796875,2026-08-03,put,22.8,333.0199890136719,0.2480367173288849,AAPL,21.853207849686385,-0.9467921503136161,-4.152597150498316
AAPL260803P00367500,367.5,46.9,32.9,36.45,0.5551802294921876,2026-08-03,put,34.675,333.0199890136719,0.2480367173288849,AAPL,34.133422041709196,-0.5415779582908016,-1.561868661256818
AAPL260805P00245000,245.0,0.16,0.0,1.04,0.9340826904296876,2026-08-05,put,0.52,333.0199890136719,0.2480367173288849,AAPL,4.5888524633064494e-14,-0.5199999999999542,-99.99999999999119
AAPL260805P00250000,250.0,0.2,0.0,0.97,0.8706067626953125,2026-08-05,put,0.485,333.0199890136719,0.2480367173288849,AAPL,1.8776364262199097e-12,-0.4849999999981224,-99.99999999961287
AAPL260805P00255000,255.0,0.12,0.01,1.03,0.8291032714843749,2026-08-05,put,0.52,333.0199890136719,0.2480367173288849,AAPL,5.689475953887359e-11,-0.5199999999431053,-99.99999998905871
AAPL260805P00260000,260.0,0.15,0.01,1.02,0.7763694238281251,2026-08-05,put,0.515,333.0199890136719,0.2480367173288849,AAPL,1.2986273153158637e-09,-0.5149999987013727,-99.99999974783935
AAPL260805P00265000,265.0,0.17,0.01,1.05,0.729494892578125,2026-08-05,put,0.53,333.0199890136719,0.2480367173288849,AAPL,2.2688522393150646e-08,-0.5299999773114776,-99.99999571914671
AAPL260805P00275000,275.0,0.3,0.01,1.0,0.6235389208984375,2026-08-05,put,0.505,333.0199890136719,0.2480367173288849,AAPL,3.296811600876474e-06,-0.5049967031883992,-99.99934716601963
AAPL260805P00280000,280.0,0.46,0.1,0.33,0.532231240234375,2026-08-05,put,0.215,333.0199890136719,0.2480367173288849,AAPL,2.8196596715940846e-05,-0.21497180340328406,-99.98688530385306
AAPL260805P00285000,285.0,0.26,0.09,0.63,0.549076774902344,2026-08-05,put,0.36,333.0199890136719,0.2480367173288849,AAPL,0.00019524021860047036,-0.35980475978139953,-99.94576660594431
AAPL260805P00290000,290.0,0.4,0.27,0.52,0.4797415307617187,2026-08-05,put,0.395,333.0199890136719,0.2480367173288849,AAPL,0.0011082960121148039,-0.3938917039878852,-99.71941873111018
AAPL260805P00295000,295.0,0.5,0.38,0.63,0.4489801196289062,2026-08-05,put,0.505,333.0199890136719,0.2480367173288849,AAPL,0.005220712679954775,-0.49977928732004523,-98.96619550891985
AAPL260805P00297500,297.5,0.63,0.36,0.77,0.4436090795898437,2026-08-05,put,0.565,333.0199890136719,0.2480367173288849,AAPL,0.010604734950558359,-0.5543952650494416,-98.12305576096311
AAPL260805P00300000,300.0,0.75,0.7,0.94,0.4387263159179688,2026-08-05,put,0.82,333.0199890136719,0.2480367173288849,AAPL,0.020650970709343186,-0.7993490292906568,-97.48158893788498
AAPL260805P00302500,302.5,0.95,0.73,1.02,0.4207821594238281,2026-08-05,put,0.875,333.0199890136719,0.2480367173288849,AAPL,0.03860856180597594,-0.8363914381940241,-95.5875929364599
AAPL260805P00305000,305.0,1.35,0.85,1.24,0.4154111193847656,2026-08-05,put,1.045,333.0199890136719,0.2480367173288849,AAPL,0.06939996678624727,-0.9756000332137527,-93.35885485299069
AAPL260805P00307500,307.5,3.6,1.07,1.64,0.4216366430664062,2026-08-05,put,1.355,333.0199890136719,0.2480367173288849,AAPL,0.12011491522820528,-1.2348850847717947,-91.13543061046455
AAPL260805P00310000,310.0,1.55,1.5,1.75,0.4000304138183594,2026-08-05,put,1.625,333.0199890136719,0.2480367173288849,AAPL,0.2004597519650435,-1.4245402480349565,-87.66401526368963
AAPL260805P00312500,312.5,2.73,0.7,3.05,0.456060126953125,2026-08-05,put,1.875,333.0199890136719,0.2480367173288849,AAPL,0.3230597534880637,-1.5519402465119363,-82.7701464806366
AAPL260805P00315000,315.0,2.36,2.01,2.66,0.3977111010742187,2026-08-05,put,2.335,333.0199890136719,0.2480367173288849,AAPL,0.5035009602319072,-1.8314990397680928,-78.43678971169562
AAPL260805P00320000,320.0,3.29,2.26,3.55,0.3770814245605468,2026-08-05,put,2.905,333.0199890136719,0.2480367173288849,AAPL,1.1127288642625501,-1.7922711357374497,-61.696080404043016
AAPL260805P00322500,322.5,4.0,2.6,4.75,0.3990538610839844,2026-08-05,put,3.675,333.0199890136719,0.2480367173288849,AAPL,1.5825557615531523,-2.0924442384468476,-56.93725818902987
AAPL260805P00325000,325.0,4.58,3.45,5.75,0.40430283203125,2026-08-05,put,4.6,333.0199890136719,0.2480367173288849,AAPL,2.1897121466963654,-2.4102878533036343,-52.397562028339884
AAPL260805P00327500,327.5,7.31,4.2,6.85,0.4089414575195312,2026-08-05,put,5.525,333.0199890136719,0.2480367173288849,AAPL,2.952134951269045,-2.5728650487309555,-46.56769318970055
AAPL260805P00330000,330.0,6.87,5.65,7.8,0.4022276574707031,2026-08-05,put,6.725,333.0199890136719,0.2480367173288849,AAPL,3.883948926025198,-2.8410510739748016,-42.24611262416062
AAPL260805P00332500,332.5,7.51,6.5,9.0,0.401800415649414,2026-08-05,put,7.75,333.0199890136719,0.2480367173288849,AAPL,4.994226444761978,-2.7557735552380223,-35.55836845468416
AAPL260805P00335000,335.0,8.5,7.85,9.5,0.3663393444824219,2026-08-05,put,8.675,333.0199890136719,0.2480367173288849,AAPL,6.286218820660395,-2.388781179339606,-27.536382470773557
AAPL260805P00337500,337.5,10.6,8.7,11.55,0.393560751953125,2026-08-05,put,10.125,333.0199890136719,0.2480367173288849,AAPL,7.7571650925306415,-2.3678349074693585,-23.386023777475145
AAPL260805P00340000,340.0,12.0,10.45,12.95,0.3877624700927734,2026-08-05,put,11.7,333.0199890136719,0.2480367173288849,AAPL,9.398688392737085,-2.301311607262914,-19.669329976606104
AAPL260805P00342500,342.5,18.8,11.9,14.6,0.3884338500976562,2026-08-05,put,13.25,333.0199890136719,0.2480367173288849,AAPL,11.19769662333377,-2.052303376666231,-15.489082088047027
AAPL260805P00350000,350.0,18.9,17.65,20.7,0.4229794030761719,2026-08-05,put,19.175,333.0199890136719,0.2480367173288849,AAPL,17.3651862098759,-1.8098137901240996,-9.438403077570271
AAPL260805P00355000,355.0,27.5,21.7,24.4,0.4071104211425781,2026-08-05,put,23.05,333.0199890136719,0.2480367173288849,AAPL,21.931404513944983,-1.1185954860550176,-4.852908833210488
AAPL260807P00110000,110.0,0.06,0.0,0.23,2.253910615234375,2026-08-07,put,0.115,333.0199890136719,0.2480367173288849,AAPL,4.6099558647730505e-135,-0.115,-100.0
AAPL260807P00145000,145.0,0.02,0.0,0.45,1.857422587890625,2026-08-07,put,0.225,333.0199890136719,0.2480367173288849,AAPL,3.724614332899817e-77,-0.225,-100.0
AAPL260807P00175000,175.0,0.03,0.0,0.45,1.4658229833984375,2026-08-07,put,0.225,333.0199890136719,0.2480367173288849,AAPL,4.653057668278904e-47,-0.225,-100.0
AAPL260807P00185000,185.0,0.03,0.0,0.45,1.3496126269531248,2026-08-07,put,0.225,333.0199890136719,0.2480367173288849,AAPL,1.3184563740185262e-39,-0.225,-100.0
AAPL260807P00195000,195.0,0.05,0.0,0.43,1.2324257128906249,2026-08-07,put,0.215,333.0199890136719,0.2480367173288849,AAPL,3.7597942743691864e-33,-0.215,-100.0
AAPL260807P00200000,200.0,0.05,0.0,0.07,0.960937890625,2026-08-07,put,0.035,333.0199890136719,0.2480367173288849,AAPL,2.9540182792521465e-30,-0.035,-100.0
AAPL260807P00205000,205.0,0.02,0.0,0.4,1.1171919140625,2026-08-07,put,0.2,333.0199890136719,0.2480367173288849,AAPL,1.4571781644939668e-27,-0.2,-100.0
AAPL260807P00210000,210.0,0.05,0.0,0.38,1.0605515722656251,2026-08-07,put,0.19,333.0199890136719,0.2480367173288849,AAPL,4.650441492624245e-25,-0.19,-100.0
AAPL260807P00215000,215.0,0.03,0.0,0.36,1.00391123046875,2026-08-07,put,0.18,333.0199890136719,0.2480367173288849,AAPL,9.870441162218024e-23,-0.18,-100.0
AAPL260807P00220000,220.0,0.07,0.01,0.07,0.804689453125,2026-08-07,put,0.04,333.0199890136719,0.2480367173288849,AAPL,1.4291391032777612e-20,-0.04,-100.0
AAPL260807P00225000,225.0,0.02,0.02,0.25,0.87695435546875,2026-08-07,put,0.135,333.0199890136719,0.2480367173288849,AAPL,1.445089120556564e-18,-0.135,-100.0
AAPL260807P00230000,230.0,0.08,0.01,0.26,0.8320329296874999,2026-08-07,put,0.135,333.0199890136719,0.2480367173288849,AAPL,1.0428469508945696e-16,-0.1349999999999999,-99.99999999999993
AAPL260807P00235000,235.0,0.04,0.01,0.13,0.7304714453125,2026-08-07,put,0.07,333.0199890136719,0.2480367173288849,AAPL,5.4801022170384675e-15,-0.06999999999999452,-99.99999999999217
AAPL260807P00240000,240.0,0.06,0.01,0.1,0.6718782812500002,2026-08-07,put,0.055,333.0199890136719,0.2480367173288849,AAPL,2.1365624825556735e-13,-0.054999999999786345,-99.99999999961153
AAPL260807P00245000,245.0,0.08,0.01,0.12,0.6445348046875,2026-08-07,put,0.065,333.0199890136719,0.2480367173288849,AAPL,6.2886777733409424e-12,-0.06499999999371132,-99.99999999032511
AAPL260807P00250000,250.0,0.1,0.03,0.12,0.6171913281250001,2026-08-07,put,0.075,333.0199890136719,0.2480367173288849,AAPL,1.4202803804676904e-10,-0.07499999985797196,-99.99999981062928
AAPL260807P00255000,255.0,0.09,0.08,0.13,0.6025430371093752,2026-08-07,put,0.105,333.0199890136719,0.2480367173288849,AAPL,2.4989660483944702e-09,-0.10499999750103395,-99.99999762003233
AAPL260807P00260000,260.0,0.12,0.1,0.17,0.5820354296875,2026-08-07,put,0.135,333.0199890136719,0.2480367173288849,AAPL,3.4746490908258755e-08,-0.1349999652535091,-99.9999742618586
AAPL260807P00265000,265.0,0.16,0.11,0.17,0.5449264257812501,2026-08-07,put,0.14,333.0199890136719,0.2480367173288849,AAPL,3.869488242656089e-07,-0.13999961305117575,-99.99972360798267
AAPL260807P00270000,270.0,0.15,0.12,0.24,0.523442265625,2026-08-07,put,0.18,333.0199890136719,0.2480367173288849,AAPL,3.4953483282663023e-06,-0.17999650465167172,-99.99805813981763
AAPL260807P00275000,275.0,0.21,0.2,0.21,0.495122236328125,2026-08-07,put,0.205,333.0199890136719,0.2480367173288849,AAPL,2.5920094978171184e-05,-0.2049740799050218,-99.98735605123017
AAPL260807P00280000,280.0,0.27,0.25,0.29,0.4790091162109374,2026-08-07,put,0.27,333.0199890136719,0.2480367173288849,AAPL,0.000159608314867438,-0.2698403916851326,-99.94088580930836
AAPL260807P00285000,285.0,0.35,0.29,0.4,0.4626518579101563,2026-08-07,put,0.345,333.0199890136719,0.2480367173288849,AAPL,0.0008250777828180678,-0.34417492221718193,-99.76084701947303
AAPL260807P00290000,290.0,0.47,0.44,0.5,0.4379939013671875,2026-08-07,put,0.47,333.0199890136719,0.2480367173288849,AAPL,0.003618438834819049,-0.4663815611651809,-99.23011939684702
AAPL260807P00295000,295.0,0.67,0.54,0.7,0.4226131958007812,2026-08-07,put,0.62,333.0199890136719,0.2480367173288849,AAPL,0.013600487637255299,-0.6063995123627447,-97.80637296173302
AAPL260807P00300000,300.0,0.83,0.86,0.92,0.401373173828125,2026-08-07,put,0.89,333.0199890136719,0.2480367173288849,AAPL,0.0442488998436974,-0.8457511001563026,-95.02821350070816
AAPL260807P00302500,302.5,1.13,0.96,1.15,0.3996642065429688,2026-08-07,put,1.055,333.0199890136719,0.2480367173288849,AAPL,0.0758391530019189,-0.979160846998081,-92.81145469176124
AAPL260807P00305000,305.0,1.31,1.15,1.37,0.3933166137695312,2026-08-07,put,1.26,333.0199890136719,0.2480367173288849,AAPL,0.12583315655679517,-1.1341668434432048,-90.0132415431115
AAPL260807P00310000,310.0,1.75,1.71,1.87,0.3763490100097656,2026-08-07,put,1.79,333.0199890136719,0.2480367173288849,AAPL,0.3158035905177634,-1.4741964094822366,-82.35734131185679
AAPL260807P00312500,312.5,2.11,2.05,2.23,0.3708559008789062,2026-08-07,put,2.14,333.0199890136719,0.2480367173288849,AAPL,0.4788278749896868,-1.6611721250103133,-77.62486565468754
AAPL260807P00315000,315.0,2.59,2.47,2.64,0.3647524462890625,2026-08-07,put,2.555,333.0199890136719,0.2480367173288849,AAPL,0.7062166738336444,-1.8487833261663558,-72.35942568165775
AAPL260807P00317500,317.5,3.11,2.96,3.2,0.3630434790039062,2026-08-07,put,3.08,333.0199890136719,0.2480367173288849,AAPL,1.0144146386666861,-2.065585361333314,-67.06445978354915
AAPL260807P00320000,320.0,3.6,3.5,3.75,0.3566958862304687,2026-08-07,put,3.625,333.0199890136719,0.2480367173288849,AAPL,1.4208114673702,-2.2041885326298,-60.80520090013242
AAPL260807P00322500,322.5,4.45,4.1,4.45,0.3534000207519531,2026-08-07,put,4.275,333.0199890136719,0.2480367173288849,AAPL,1.9427948678732605,-2.33220513212674,-54.554506014660575
AAPL260807P00325000,325.0,5.0,4.95,5.2,0.3482120843505859,2026-08-07,put,5.075,333.0199890136719,0.2480367173288849,AAPL,2.596657909078573,-2.4783420909214273,-48.83432691470793
AAPL260807P00327500,327.5,6.0,5.8,6.1,0.3450993225097656,2026-08-07,put,5.949999999999999,333.0199890136719,0.2480367173288849,AAPL,3.3964773891657956,-2.5535226108342037,-42.91634640057486
AAPL260807P00330000,330.0,6.95,6.8,7.1,0.3416203533935547,2026-08-07,put,6.949999999999999,333.0199890136719,0.2480367173288849,AAPL,4.353095106421705,-2.5969048935782943,-37.365538037097764
AAPL260807P00332500,332.5,8.05,7.75,8.2,0.3376531079101562,2026-08-07,put,7.975,333.0199890136719,0.2480367173288849,AAPL,5.473326903871737,-2.501673096128263,-31.368941644241545
AAPL260807P00335000,335.0,9.33,9.1,9.5,0.3370427624511719,2026-08-07,put,9.3,333.0199890136719,0.2480367173288849,AAPL,6.759495643860191,-2.5405043561398095,-27.317251141288274
AAPL260807P00337500,337.5,10.7,10.45,10.95,0.3377751770019531,2026-08-07,put,10.7,333.0199890136719,0.2480367173288849,AAPL,8.209339307532048,-2.4906606924679515,-23.27720273334534
AAPL260807P00340000,340.0,12.25,11.7,12.4,0.3338689660644531,2026-08-07,put,12.05,333.0199890136719,0.2480367173288849,AAPL,9.81629313449028,-2.2337068655097205,-18.536986435765314
AAPL260807P00342500,342.5,13.85,13.35,14.1,0.3357610369873046,2026-08-07,put,13.725,333.0199890136719,0.2480367173288849,AAPL,11.570095222131727,-2.154904777868273,-15.700581259513829
AAPL260807P00345000,345.0,16.21,14.85,16.3,0.355902437133789,2026-08-07,put,15.575,333.0199890136719,0.2480367173288849,AAPL,13.457627109241372,-2.1173728907586273,-13.594689507278506
AAPL260807P00347500,347.5,17.9,16.15,18.35,0.3665834826660156,2026-08-07,put,17.25,333.0199890136719,0.2480367173288849,AAPL,15.46388019354049,-1.78611980645951,-10.354317718605856
AAPL260807P00350000,350.0,21.0,18.05,20.45,0.3767762518310547,2026-08-07,put,19.25,333.0199890136719,0.2480367173288849,AAPL,17.572936903996265,-1.6770630960037352,-8.712016083136287
AAPL260807P00352500,352.5,28.5,19.9,22.9,0.4024717956542969,2026-08-07,put,21.4,333.0199890136719,0.2480367173288849,AAPL,19.76887002687829,-1.631129973121709,-7.622102678138829
AAPL260807P00355000,355.0,23.6,21.55,25.05,0.4110166320800781,2026-08-07,put,23.3,333.0199890136719,0.2480367173288849,AAPL,22.03648938398925,-1.2635106160107519,-5.422792343393785
AAPL260807P00360000,360.0,29.45,26.45,29.6,0.4359187268066406,2026-08-07,put,28.025,333.0199890136719,0.2480367173288849,AAPL,26.732833165183195,-1.292166834816804,-4.610764798632664
AAPL260807P00370000,370.0,40.2,35.85,39.0,0.4870656762695313,2026-08-07,put,37.425,333.0199890136719,0.2480367173288849,AAPL,36.489351224559016,-0.9356487754409812,-2.500063528232415
NVDA260803C00110000,110.0,98.0,92.55,99.85,3.026369621582031,2026-08-03,call,96.2,206.83999633789065,0.358649993896326,NVDA,96.94843600268986,0.7484360026898571,0.7780000027961093
NVDA260803C00160000,160.0,53.15,43.0,49.95,1.5200219311523435,2026-08-03,call,46.475,206.83999633789065,0.358649993896326,NVDA,46.99772787414966,0.522727874149659,1.1247506705748447
NVDA260803C00170000,170.0,37.2,33.05,40.05,1.2707555993652342,2026-08-03,call,36.55,206.83999633789065,0.358649993896326,NVDA,37.007829496468275,0.4578294964682783,1.2526114814453582
NVDA260803C00172500,172.5,37.36,30.65,37.55,1.2055703784179688,2026-08-03,call,34.099999999999994,206.83999633789065,0.358649993896326,NVDA,34.5107988395217,0.4107988395217035,1.2046886789492772
NVDA260803C00175000,175.0,35.35,28.15,35.1,1.1469769213867185,2026-08-03,call,31.625,206.83999633789065,0.358649993896326,NVDA,32.01462807652371,0.38962807652370657,1.2320255384148824
NVDA260803C00177500,177.5,32.45,25.8,32.7,1.0944869494628908,2026-08-03,call,29.25,206.83999633789065,0.358649993896326,NVDA,29.520492154607837,0.2704921546078367,0.9247595029327751
NVDA260803C00180000,180.0,28.65,23.35,30.2,1.0290575891113285,2026-08-03,call,26.775,206.83999633789065,0.358649993896326,NVDA,27.030789294507883,0.2557892945078848,0.9553288310285146
NVDA260803C00182500,182.5,28.07,24.4,25.45,0.5576216113281252,2026-08-03,call,24.925,206.83999633789065,0.358649993896326,NVDA,24.55000631347852,-0.37499368652148135,-1.5044882107180797
NVDA260803C00185000,185.0,25.3,22.0,23.2,0.5459029785156251,2026-08-03,call,22.6,206.83999633789065,0.358649993896326,NVDA,22.085850700498668,-0.5141492995013337,-2.274996900448379
NVDA260803C00187500,187.5,18.77,19.8,20.85,0.534184345703125,2026-08-03,call,20.325000000000003,206.83999633789065,0.358649993896326,NVDA,19.650493073640007,-0.6745069263599959,-3.3186072637638167
NVDA260803C00190000,190.0,17.77,17.35,18.75,0.514653291015625,2026-08-03,call,18.05,206.83999633789065,0.358649993896326,NVDA,17.261606271861154,-0.7883937281388462,-4.367832288857874
NVDA260803C00192500,192.5,18.15,15.1,16.3,0.5502974658203126,2026-08-03,call,15.7,206.83999633789065,0.358649993896326,NVDA,14.942772705383902,-0.7572272946160972,-4.823103787363676
NVDA260803C00195000,195.0,12.46,13.3,14.05,0.5151415673828125,2026-08-03,call,13.675,206.83999633789065,0.358649993896326,NVDA,12.722840647738508,-0.9521593522614928,-6.962774056756802
NVDA260803C00197500,197.5,10.85,11.3,12.1,0.5031787963867188,2026-08-03,call,11.7,206.83999633789065,0.358649993896326,NVDA,10.633993383775532,-1.0660066162244668,-9.111167660038179
NVDA260803C00200000,200.0,9.57,9.5,9.8,0.4508111560058594,2026-08-03,call,9.65,206.83999633789065,0.358649993896326,NVDA,8.708630898972274,-0.9413691010277265,-9.755120217903901
NVDA260803C00202500,202.5,7.79,7.4,8.05,0.4379939013671875,2026-08-03,call,7.725,206.83999633789065,0.358649993896326,NVDA,6.975548633755551,-0.7494513662444486,-9.701635808989627
NVDA260803C00205000,205.0,6.1,6.1,6.45,0.4249325085449219,2026-08-03,call,6.275,206.83999633789065,0.358649993896326,NVDA,5.456183310965457,-0.8188166890345432,-13.048871538399093
NVDA260803C00207500,207.5,4.86,4.75,5.05,0.414068359375,2026-08-03,call,4.9,206.83999633789065,0.358649993896326,NVDA,4.161757370847809,-0.7382426291521913,-15.066176105146761
NVDA260803C00210000,210.0,3.8,3.7,3.85,0.4045469702148437,2026-08-03,call,3.775,206.83999633789065,0.358649993896326,NVDA,3.091953204142584,-0.683046795857416,-18.093954857150095
NVDA260803C00212500,212.5,2.78,2.75,2.85,0.3957579956054688,2026-08-03,call,2.8,206.83999633789065,0.358649993896326,NVDA,2.235355336981911,-0.5646446630180888,-20.165880822074598
NVDA260803C00215000,215.0,1.96,1.96,2.06,0.3892883337402344,2026-08-03,call,2.01,206.83999633789065,0.358649993896326,NVDA,1.5714559647781385,-0.43854403522186125,-21.818111205067726
NVDA260803C00217500,217.5,1.42,1.35,1.44,0.3830628100585937,2026-08-03,call,1.395,206.83999633789065,0.358649993896326,NVDA,1.0736770006963425,-0.3213229993036575,-23.033906760118818
NVDA260803C00220000,220.0,0.93,0.9,0.99,0.3794007373046875,2026-08-03,call,0.945,206.83999633789065,0.358649993896326,NVDA,0.7127149872676561,-0.2322850127323438,-24.580424627761253
NVDA260803C00222500,222.5,0.52,0.59,0.67,0.3776917700195312,2026-08-03,call,0.63,206.83999633789065,0.358649993896326,NVDA,0.4595746499451927,-0.1704253500548073,-27.051642865842428
NVDA260803C00225000,225.0,0.4,0.38,0.43,0.3735414208984374,2026-08-03,call,0.405,206.83999633789065,0.358649993896326,NVDA,0.2878618071296444,-0.11713819287035565,-28.923010585272994
NVDA260803C00227500,227.5,0.22,0.24,0.28,0.3735414208984374,2026-08-03,call,0.26,206.83999633789065,0.358649993896326,NVDA,0.17516341422546233,-0.08483658577453768,-32.62945606712987
NVDA260803C00230000,230.0,0.19,0.15,0.19,0.3779359082031249,2026-08-03,call,0.1699999999999999,206.83999633789065,0.358649993896326,NVDA,0.10356736721504856,-0.06643263278495135,-39.07801928526552
NVDA260803C00232500,232.5,0.13,0.11,0.13,0.3828186718749999,2026-08-03,call,0.12,206.83999633789065,0.358649993896326,NVDA,0.059518100413794794,-0.0604818995862052,-50.40158298850434
NVDA260803C00235000,235.0,0.09,0.08,0.11,0.401373173828125,2026-08-03,call,0.095,206.83999633789065,0.358649993896326,NVDA,0.033256689506291126,-0.061743310493708875,-64.99295841443039
NVDA260803C00240000,240.0,0.04,0.03,0.08,0.43555251953125,2026-08-03,call,0.055,206.83999633789065,0.358649993896326,NVDA,0.009560901090382212,-0.04543909890961779,-82.61654347203235
NVDA260803C00245000,245.0,0.04,0.01,0.06,0.4687553125,2026-08-03,call,0.0349999999999999,206.83999633789065,0.358649993896326,NVDA,0.0024703125109065693,-0.03252968748909333,-92.94196425455263
NVDA260803C00250000,250.0,0.02,0.01,0.05,0.5039112109375,2026-08-03,call,0.03,206.83999633789065,0.358649993896326,NVDA,0.0005761039142838098,-0.02942389608571619,-98.07965361905396
NVDA260803C00255000,255.0,0.03,0.02,0.05,0.5273484765625001,2026-08-03,call,0.035,206.83999633789065,0.358649993896326,NVDA,0.00012181725010474743,-0.03487818274989526,-99.65195071398644
NVDA260803C00260000,260.0,0.02,0.0,0.04,0.5390671093750001,2026-08-03,call,0.02,206.83999633789065,0.358649993896326,NVDA,2.34625486940079e-05,-0.01997653745130599,-99.88268725652996
NVDA260803C00265000,265.0,0.03,0.0,0.04,0.57812921875,2026-08-03,call,0.02,206.83999633789065,0.358649993896326,NVDA,4.135153572194946e-06,-0.019995864846427805,-99.97932423213902
